original_index,prompt,citation,title_extracted,venue_extracted,top_match,title_similarity,venue_similarity,venue_crossref,status
1973,"I'm analyzing this article https://files.sri.inf.ethz.ch/matharena/usamo_report.pdf, what are other references related to the statement ""Current LLMs are inadequate for rigorous mathematical reasoning tasks, highlighting the need for substantial improvements in reasoning and proof generation capabilities"".","Bender, M., & Koller, D. (2020). On the Limits of Transfer Learning for NLP. arXiv preprint arXiv:2006.06290.",On the Limits of Transfer Learning for NLP. arXiv preprint arXiv:2006.06290.,,"{'title': 'ArXiv preprint server plans multimillion-dollar overhaul', 'author': 'Van Noorden', 'published_year': 2016, 'type': 'journal-article', 'doi': '10.1038/534602a', 'container': 'Nature'}",0.2727,0.0,Nature,hallucinated
1973,"I'm analyzing this article https://files.sri.inf.ethz.ch/matharena/usamo_report.pdf, what are other references related to the statement ""Current LLMs are inadequate for rigorous mathematical reasoning tasks, highlighting the need for substantial improvements in reasoning and proof generation capabilities"".","Li, Y., & Jain, L. C. (2019). Challenges and Opportunities in Mathematical Question Answering. Communications of the ACM, 62(10), 60-67.",Challenges and Opportunities in Mathematical Question Answering,Communications of the ACM,"{'title': 'Challenges and opportunities for Arabic question-answering systems: current techniques and future directions', 'author': 'Alrayzah; Alsolami; Saleh', 'published_year': 2023, 'type': 'journal-article', 'doi': '10.7717/peerj-cs.1633', 'container': 'PeerJ Computer Science'}",0.6082,0.2979,PeerJ Computer Science,review
1973,"I'm analyzing this article https://files.sri.inf.ethz.ch/matharena/usamo_report.pdf, what are other references related to the statement ""Current LLMs are inadequate for rigorous mathematical reasoning tasks, highlighting the need for substantial improvements in reasoning and proof generation capabilities"".","Zaremba, W., Sutskever, I., & Le, Q. V. (2015). Learning to Reason with Propositional Logic. arXiv preprint arXiv:1506.02676.",Learning to Reason with Propositional Logic. arXiv preprint arXiv:1506.02676.,,"{'title': 'aRxiv: Interface to the arXiv API', 'author': 'Ram; Broman', 'published_year': 2014, 'type': 'dataset', 'doi': '10.32614/cran.package.arxiv', 'container': 'CRAN: Contributed Packages'}",0.3455,0.0,CRAN: Contributed Packages,hallucinated
1973,"I'm analyzing this article https://files.sri.inf.ethz.ch/matharena/usamo_report.pdf, what are other references related to the statement ""Current LLMs are inadequate for rigorous mathematical reasoning tasks, highlighting the need for substantial improvements in reasoning and proof generation capabilities"".","Tadepalli, S., & Liu, Y. (2020). Mathematical Reasoning with Neural Networks: A Survey. arXiv preprint arXiv:2006.06291.",Mathematical Reasoning with Neural Networks: A Survey. arXiv preprint arXiv:2006.06291.,,"{'title': 'ArXiv preprint server plans multimillion-dollar overhaul', 'author': 'Van Noorden', 'published_year': 2016, 'type': 'journal-article', 'doi': '10.1038/534602a', 'container': 'Nature'}",0.2517,0.0,Nature,hallucinated
1973,"I'm analyzing this article https://files.sri.inf.ethz.ch/matharena/usamo_report.pdf, what are other references related to the statement ""Current LLMs are inadequate for rigorous mathematical reasoning tasks, highlighting the need for substantial improvements in reasoning and proof generation capabilities"".","Chen, Y., & Manning, C. D. (2018). A Survey of Mathematical Question Answering. ACM Transactions on Intelligent Systems and Technology, 10(1), 1-28.

These references discuss the limitations of current LLMs in mathematical reasoning tasks and propose directions for improvement.",A Survey of Mathematical Question Answering,ACM Transactions on Intelligent Systems and Technology,"{'title': 'SURVEY ON QUESTION ANSWERING SYSTEM.', 'author': '; Vijoy; Jamal.', 'published_year': 2016, 'type': 'journal-article', 'doi': '10.21474/ijar01/1303', 'container': 'International Journal of Advanced Research'}",0.6835,0.3125,International Journal of Advanced Research,review
1974,"I'm analyzing this article https://public.websites.umich.edu/~prestos/Downloads/DC/pdfs/Ansons_Dec8_Sparrowetal2011.pdf, what are other references related to the statement ""Heavy reliance on an LLM during essay writing can shift work from internal cognition to the tool (“cognitive offloading”), correlating with weaker neural engagement compared with writing unaided (and, in-between, using a search engine)"".","Kuznekoff, Y., & Paas, F. (2010). Cognitive offloading: A review of the literature. Educational Psychology Review, 22(3), 257-283. [Link: Kuznekoff & Paas, 2010]",Cognitive offloading: A review of the literature,Educational Psychology Review,"{'title': 'Cognitive Offloading: Systematic Review of a Decade', 'author': 'Prachi Pandey; Tara Singh; Subodh Kumar', 'published_year': 2020, 'type': 'journal-article', 'doi': '10.25215/1102.163', 'container': 'International Journal of Indian Psychology'}",0.7273,0.5352,International Journal of Indian Psychology,review
1974,"I'm analyzing this article https://public.websites.umich.edu/~prestos/Downloads/DC/pdfs/Ansons_Dec8_Sparrowetal2011.pdf, what are other references related to the statement ""Heavy reliance on an LLM during essay writing can shift work from internal cognition to the tool (“cognitive offloading”), correlating with weaker neural engagement compared with writing unaided (and, in-between, using a search engine)"".","Mihalcea, R., & Strapparava, B. (2006). Textual entailment for information extraction. Proceedings of the 44th Annual Meeting of the Association for Computational Linguistics, 1041-1048. [Link: Mihalcea & Strapparava, 2006]",Textual entailment for information extraction,Proceedings of the 44th Annual Meeting of the Association for Computational Linguistics,"{'title': 'Textual Entailment Beyond Semantic Similarity Information', 'author': 'Vázquez; Kozareva; Montoyo', 'published_year': 2006, 'type': 'book-chapter', 'doi': '10.1007/11925231_86', 'container': 'Lecture Notes in Computer Science'}",0.6471,0.25,Lecture Notes in Computer Science,review
1974,"I'm analyzing this article https://public.websites.umich.edu/~prestos/Downloads/DC/pdfs/Ansons_Dec8_Sparrowetal2011.pdf, what are other references related to the statement ""Heavy reliance on an LLM during essay writing can shift work from internal cognition to the tool (“cognitive offloading”), correlating with weaker neural engagement compared with writing unaided (and, in-between, using a search engine)"".","O'Brien, E., & Ishikawa, Y. (2009). Cognitive offloading and the role of working memory in learning. Educational Psychology Review, 21(3), 235-255. [Link: O'Brien & Ishikawa, 2009]",Cognitive offloading and the role of working memory in learning,Educational Psychology Review,"{'title': 'Cognitive load in working memory on trigonometry Learning', 'author': 'Basir; Maharanib', 'published_year': 2018, 'type': 'journal-article', 'doi': '10.15294/ujme.v7i2.25366', 'container': 'Unnes Journal of Mathematics Education'}",0.7167,0.2687,Unnes Journal of Mathematics Education,review
1974,"I'm analyzing this article https://public.websites.umich.edu/~prestos/Downloads/DC/pdfs/Ansons_Dec8_Sparrowetal2011.pdf, what are other references related to the statement ""Heavy reliance on an LLM during essay writing can shift work from internal cognition to the tool (“cognitive offloading”), correlating with weaker neural engagement compared with writing unaided (and, in-between, using a search engine)"".","Salden, R., & de Jong, J. (2008). Cognitive offloading in writing: The role of working memory. Computers & Education, 51(3), 1001-1014. [Link: Salden & de Jong, 2008]",Cognitive offloading in writing: The role of working memory,Computers & Education,"{'title': ""Cognitive Offloading: Structuring the Environment to Improve Children's Working Memory Task Performance"", 'author': 'Berry; Allen; Mon‐Williams', 'published_year': 2019, 'type': 'journal-article', 'doi': '10.1111/cogs.12770', 'container': 'Cognitive Science'}",0.6173,0.2632,Cognitive Science,review
1974,"I'm analyzing this article https://public.websites.umich.edu/~prestos/Downloads/DC/pdfs/Ansons_Dec8_Sparrowetal2011.pdf, what are other references related to the statement ""Heavy reliance on an LLM during essay writing can shift work from internal cognition to the tool (“cognitive offloading”), correlating with weaker neural engagement compared with writing unaided (and, in-between, using a search engine)"".","Van Waes, B., & Paas, F. (2010). Cognitive offloading in learning: A review of the literature. Educational Psychology Review, 22(3), 285-306. [Link: Van Waes & Paas, 2010]

These sources discuss the concept of cognitive offloading, its effects on learning, and the role of working memory in various tasks, including writing. They may provide further insights into the statement mentioned in the article you provided.",Cognitive offloading in learning: A review of the literature,Educational Psychology Review,"{'title': 'Cognitive Offloading: Systematic Review of a Decade', 'author': 'Prachi Pandey; Tara Singh; Subodh Kumar', 'published_year': 2020, 'type': 'journal-article', 'doi': '10.25215/1102.163', 'container': 'International Journal of Indian Psychology'}",0.6486,0.5352,International Journal of Indian Psychology,review
1975,"I'm analyzing this article https://public.websites.umich.edu/~prestos/Downloads/DC/pdfs/Ansons_Dec8_Sparrowetal2011.pdf, what are other references related to the statement ""When people expect external access to information (or ready-made generation), they tend to encode/retain less of the content itself, potentially explaining poorer recall/quoting and lower “ownership” of produced text after tool-assisted writing"".","Kellogg, W. A., & Bear, M. F. (2007). The cognitive psychology of reading. Psychology Press. [Chapter 10: ""The Psychology of Writing""]",The cognitive psychology of reading,"Psychology Press. [Chapter 10: ""The Psychology of Writing""]","{'title': 'Cognitive Psychology and Reading in the U.S.S.R.', 'author': '', 'published_year': 1988, 'type': 'book', 'doi': '10.1016/s0166-4115(08)x6015-7', 'container': 'Advances in Psychology'}",0.6988,0.3704,Advances in Psychology,review
1975,"I'm analyzing this article https://public.websites.umich.edu/~prestos/Downloads/DC/pdfs/Ansons_Dec8_Sparrowetal2011.pdf, what are other references related to the statement ""When people expect external access to information (or ready-made generation), they tend to encode/retain less of the content itself, potentially explaining poorer recall/quoting and lower “ownership” of produced text after tool-assisted writing"".","Mueller, P. A., & Oppenheimer, D. M. (2014). The pen is mightier than the keyboard: Advantages of longhand over laptop note taking. Psychological Science, 25(6), 1159-1168. [DOI: 10.1177/0956797614524581]",The pen is mightier than the keyboard: Advantages of longhand over laptop note taking,Psychological Science,"{'title': 'Corrigendum: The Pen Is Mightier Than the Keyboard: Advantages of Longhand Over Laptop Note Taking', 'author': '', 'published_year': 2018, 'type': 'journal-article', 'doi': '10.1177/0956797618781773', 'container': 'Psychological Science'}",0.929,1.0,Psychological Science,exists
1975,"I'm analyzing this article https://public.websites.umich.edu/~prestos/Downloads/DC/pdfs/Ansons_Dec8_Sparrowetal2011.pdf, what are other references related to the statement ""When people expect external access to information (or ready-made generation), they tend to encode/retain less of the content itself, potentially explaining poorer recall/quoting and lower “ownership” of produced text after tool-assisted writing"".","Sparrow, B., Liu, A., & Wegner, D. M. (2011). Google effects on memory: Cognitive consequences of having information at our fingertips. Science, 333(6044), 776-778. [DOI: 10.1126/science.1207776]

These sources discuss the impact of technology on memory, writing, and the ownership of information, which are relevant to the statement you mentioned.",Google effects on memory: Cognitive consequences of having information at our fingertips,Science,"{'title': 'Google Effects on Memory: Cognitive Consequences of Having Information at Our Fingertips', 'author': 'Sparrow; Liu; Wegner', 'published_year': 2011, 'type': 'journal-article', 'doi': '10.1126/science.1207745', 'container': 'Science'}",1.0,1.0,Science,exists
1976,"I'm analyzing this article https://www.sciencedirect.com/science/article/abs/pii/S1071581903000387, what are other references related to the statement ""A practical education hypothesis: LLMs are less likely to harm learning when they are designed/used to force active generation and retrieval (e.g., draft-first, then AI critique/Socratic probing), reducing the risk of “automation misuse” (overreliance) while keeping long-term retention mechanisms engaged."".","Chi, M. T. H., Bassok, M., Lewis, M., Reimann, P., & Glaser, R. (1989). Self-explanations: How students study and use examples in learning to solve problems. Cognitive Science, 13(2), 145-182.",Self-explanations: How students study and use examples in learning to solve problems,Cognitive Science,"{'title': 'Self-explanations: How students study and use examples in learning to solve problems', 'author': 'Chi', 'published_year': 1989, 'type': 'journal-article', 'doi': '10.1016/0364-0213(89)90002-5', 'container': 'Cognitive Science'}",1.0,1.0,Cognitive Science,exists
1976,"I'm analyzing this article https://www.sciencedirect.com/science/article/abs/pii/S1071581903000387, what are other references related to the statement ""A practical education hypothesis: LLMs are less likely to harm learning when they are designed/used to force active generation and retrieval (e.g., draft-first, then AI critique/Socratic probing), reducing the risk of “automation misuse” (overreliance) while keeping long-term retention mechanisms engaged."".","Dunlosky, J., Rawson, K. A., Marsh, E. J., Nathan, M. J., & Willingham, D. T. (2013). Improving students' learning with effective learning techniques: Promising directions from cognitive and educational psychology. Psychological Science in the Public Interest, 14(1), 4-58.",Improving students' learning with effective learning techniques: Promising directions from cognitive and educational psychology,Psychological Science in the Public Interest,"{'title': 'Improving Students’ Learning With Effective Learning Techniques', 'author': 'Dunlosky; Rawson; Marsh', 'published_year': 2013, 'type': 'journal-article', 'doi': '10.1177/1529100612453266', 'container': 'Psychological Science in the Public Interest'}",0.6526,1.0,Psychological Science in the Public Interest,review
1976,"I'm analyzing this article https://www.sciencedirect.com/science/article/abs/pii/S1071581903000387, what are other references related to the statement ""A practical education hypothesis: LLMs are less likely to harm learning when they are designed/used to force active generation and retrieval (e.g., draft-first, then AI critique/Socratic probing), reducing the risk of “automation misuse” (overreliance) while keeping long-term retention mechanisms engaged."".","Kintsch, W., & Rawson, K. A. (2005). Comprehension: A paradigm for research. Psychological Science in the Public Interest, 6(3), 81-132.",Comprehension: A paradigm for research,Psychological Science in the Public Interest,"{'title': 'Comprehension: A paradigm for cognition', 'author': 'Graesser; Whitten', 'published_year': 2000, 'type': 'journal-article', 'doi': '10.1016/s0378-2166(99)00090-9', 'container': 'Journal of Pragmatics'}",0.8052,0.2769,Journal of Pragmatics,review
1976,"I'm analyzing this article https://www.sciencedirect.com/science/article/abs/pii/S1071581903000387, what are other references related to the statement ""A practical education hypothesis: LLMs are less likely to harm learning when they are designed/used to force active generation and retrieval (e.g., draft-first, then AI critique/Socratic probing), reducing the risk of “automation misuse” (overreliance) while keeping long-term retention mechanisms engaged."".","Moreau, J. H. (2010). The role of retrieval practice in long-term retention. Educational Psychology Review, 22(3), 243-268.",The role of retrieval practice in long-term retention,Educational Psychology Review,"{'title': 'The critical role of retrieval practice in long-term retention', 'author': 'Roediger; Butler', 'published_year': 2011, 'type': 'journal-article', 'doi': '10.1016/j.tics.2010.09.003', 'container': 'Trends in Cognitive Sciences'}",0.9217,0.3509,Trends in Cognitive Sciences,exists
1976,"I'm analyzing this article https://www.sciencedirect.com/science/article/abs/pii/S1071581903000387, what are other references related to the statement ""A practical education hypothesis: LLMs are less likely to harm learning when they are designed/used to force active generation and retrieval (e.g., draft-first, then AI critique/Socratic probing), reducing the risk of “automation misuse” (overreliance) while keeping long-term retention mechanisms engaged."".","Roediger, H. L., & Karpicke, J. D. (2006). Test-enhanced learning: Taking memory tests improves long-term retention. Psychological Science, 17(3), 249-255.",Test-enhanced learning: Taking memory tests improves long-term retention,Psychological Science,"{'title': 'Practicing memory retrieval improves long-term retention in rats', 'author': 'Crystal; Ketzenberger; Alford', 'published_year': 2013, 'type': 'journal-article', 'doi': '10.1016/j.cub.2013.07.044', 'container': 'Current Biology'}",0.6471,0.2778,Current Biology,review
1976,"I'm analyzing this article https://www.sciencedirect.com/science/article/abs/pii/S1071581903000387, what are other references related to the statement ""A practical education hypothesis: LLMs are less likely to harm learning when they are designed/used to force active generation and retrieval (e.g., draft-first, then AI critique/Socratic probing), reducing the risk of “automation misuse” (overreliance) while keeping long-term retention mechanisms engaged."".","VanLehn, K. (2011). The role of practice in learning to solve problems. Educational Psychology Review, 23(3), 275-300.",The role of practice in learning to solve problems,Educational Psychology Review,"{'title': 'Learning to solve problems', 'author': 'Jonassen; Gilmore', 'published_year': 2005, 'type': 'journal-article', 'doi': '10.1002/pfi.4140440909', 'container': 'Performance Improvement'}",0.6842,0.1154,Performance Improvement,review
1976,"I'm analyzing this article https://www.sciencedirect.com/science/article/abs/pii/S1071581903000387, what are other references related to the statement ""A practical education hypothesis: LLMs are less likely to harm learning when they are designed/used to force active generation and retrieval (e.g., draft-first, then AI critique/Socratic probing), reducing the risk of “automation misuse” (overreliance) while keeping long-term retention mechanisms engaged."".","Zhang, Y., & Norman, G. R. (2017). The role of retrieval practice in learning and transfer. Educational Psychology Review, 29(3), 319-342.",The role of retrieval practice in learning and transfer,Educational Psychology Review,"{'title': 'Retrieval Practice for Retention and Transfer', 'author': 'Morano', 'published_year': 2019, 'type': 'journal-article', 'doi': '10.1177/0040059919847210', 'container': 'TEACHING Exceptional Children'}",0.68,0.4828,TEACHING Exceptional Children,review
1976,"I'm analyzing this article https://www.sciencedirect.com/science/article/abs/pii/S1071581903000387, what are other references related to the statement ""A practical education hypothesis: LLMs are less likely to harm learning when they are designed/used to force active generation and retrieval (e.g., draft-first, then AI critique/Socratic probing), reducing the risk of “automation misuse” (overreliance) while keeping long-term retention mechanisms engaged."".","Zimmerman, B. J., & Kitsantas, A. (2005). Self-regulated learning and academic achievement: A meta-analytic review. Review of Educational Research, 75(1), 47-86.",Self-regulated learning and academic achievement: A meta-analytic review,Review of Educational Research,"{'title': 'Self-Regulated Learning and Academic Achievement', 'author': '', 'published_year': 1989, 'type': 'book', 'doi': '10.1007/978-1-4612-3618-4', 'container': 'Springer Series in Cognitive Development'}",0.8,0.2,Springer Series in Cognitive Development,review
1976,"I'm analyzing this article https://www.sciencedirect.com/science/article/abs/pii/S1071581903000387, what are other references related to the statement ""A practical education hypothesis: LLMs are less likely to harm learning when they are designed/used to force active generation and retrieval (e.g., draft-first, then AI critique/Socratic probing), reducing the risk of “automation misuse” (overreliance) while keeping long-term retention mechanisms engaged."".","van der Meij, M., & van der Slik, J. (2003). The impact of AI on legal education: A review of the literature. Legal Education Review, 12(1), 1-24.",The impact of AI on legal education: A review of the literature,Legal Education Review,"{'title': 'Emotion AI in education: a literature review', 'author': 'Reindl', 'published_year': 2021, 'type': 'journal-article', 'doi': '10.1504/ijlt.2021.121366', 'container': 'International Journal of Learning Technology'}",0.5981,0.3333,International Journal of Learning Technology,review
1977,"I'm analyzing this article https://arxiv.org/abs/2305.17493, what are other references related to the statement ""Recursive training on model-generated data can cause “model collapse” Over generations, models progressively lose coverage of low-probability events (the distribution’s tails) and may converge toward a low-variance, distorted approximation of the original data distribution."".","Bengio, Y., Courville, A., & Vincent, P. (2013). Learning long-term dependencies with gradient descent is difficult. arXiv preprint arXiv:1312.6114.",Learning long-term dependencies with gradient descent is difficult. arXiv preprint arXiv:1312.6114.,,"{'title': 'Learning long-term dependencies with gradient descent is difficult', 'author': 'Bengio; Simard; Frasconi', 'published_year': 1994, 'type': 'journal-article', 'doi': '10.1109/72.279181', 'container': 'IEEE Transactions on Neural Networks'}",0.8,0.0,IEEE Transactions on Neural Networks,review
1977,"I'm analyzing this article https://arxiv.org/abs/2305.17493, what are other references related to the statement ""Recursive training on model-generated data can cause “model collapse” Over generations, models progressively lose coverage of low-probability events (the distribution’s tails) and may converge toward a low-variance, distorted approximation of the original data distribution."".","Sohl-Dickstein, J., Teh, Y. W., & Tucker, A. R. (2015). Deep generative models: A review. arXiv preprint arXiv:1501.06316.",Deep generative models: A review. arXiv preprint arXiv:1501.06316.,,"{'title': 'aRxiv: Interface to the arXiv API', 'author': 'Ram; Broman', 'published_year': 2014, 'type': 'dataset', 'doi': '10.32614/cran.package.arxiv', 'container': 'CRAN: Contributed Packages'}",0.3636,0.0,CRAN: Contributed Packages,hallucinated
1977,"I'm analyzing this article https://arxiv.org/abs/2305.17493, what are other references related to the statement ""Recursive training on model-generated data can cause “model collapse” Over generations, models progressively lose coverage of low-probability events (the distribution’s tails) and may converge toward a low-variance, distorted approximation of the original data distribution."".","Chen, Y., Sutskever, I., & Goodfellow, I. (2016). Information-theoretic analysis of deep learning, revisited. Advances in Neural Information Processing Systems, 29, 3314-3323.","Information-theoretic analysis of deep learning, revisited",Advances in Neural Information Processing Systems,"{'title': 'Information-Theoretic Methods in Deep Learning', 'author': '', 'published_year': 2025, 'type': 'book', 'doi': '10.3390/books978-3-7258-2981-1', 'container': ''}",0.7308,0.0,,review
1977,"I'm analyzing this article https://arxiv.org/abs/2305.17493, what are other references related to the statement ""Recursive training on model-generated data can cause “model collapse” Over generations, models progressively lose coverage of low-probability events (the distribution’s tails) and may converge toward a low-variance, distorted approximation of the original data distribution."".","Arora, S., Balcan, M., & Kale, S. (2018). Understanding deep learning requires rethinking function classes. Journal of Machine Learning Research, 19, 1-65. [5]

These references discuss various aspects of model collapse, generative models, and the challenges in training deep learning models, which should provide a more in-depth understanding of the statement you've mentioned.",Understanding deep learning requires rethinking function classes,Journal of Machine Learning Research,"{'title': 'Understanding deep learning (still) requires rethinking generalization', 'author': 'Zhang; Bengio; Hardt', 'published_year': 2021, 'type': 'journal-article', 'doi': '10.1145/3446776', 'container': 'Communications of the ACM'}",0.791,0.3279,Communications of the ACM,review
1977,"I'm analyzing this article https://arxiv.org/abs/2305.17493, what are other references related to the statement ""Recursive training on model-generated data can cause “model collapse” Over generations, models progressively lose coverage of low-probability events (the distribution’s tails) and may converge toward a low-variance, distorted approximation of the original data distribution."".","Zhang, Y., & LeCun, Y. (2023). Training Large Language Models with a Few Shots of Data. arXiv preprint arXiv:2305.17493.",Training Large Language Models with a Few Shots of Data. arXiv preprint arXiv:2305.17493.,,"{'title': 'aRxiv: Interface to the arXiv API', 'author': 'Ram; Broman', 'published_year': 2014, 'type': 'dataset', 'doi': '10.32614/cran.package.arxiv', 'container': 'CRAN: Contributed Packages'}",0.3115,0.0,CRAN: Contributed Packages,hallucinated
1977,"I'm analyzing this article https://arxiv.org/abs/2305.17493, what are other references related to the statement ""Recursive training on model-generated data can cause “model collapse” Over generations, models progressively lose coverage of low-probability events (the distribution’s tails) and may converge toward a low-variance, distorted approximation of the original data distribution."".","Bengio, Y., Courville, A., & Vincent, P. (2013). Learning long-term dependencies with gradient descent is difficult. arXiv preprint arXiv:1312.6114.",Learning long-term dependencies with gradient descent is difficult. arXiv preprint arXiv:1312.6114.,,"{'title': 'Learning long-term dependencies with gradient descent is difficult', 'author': 'Bengio; Simard; Frasconi', 'published_year': 1994, 'type': 'journal-article', 'doi': '10.1109/72.279181', 'container': 'IEEE Transactions on Neural Networks'}",0.8,0.0,IEEE Transactions on Neural Networks,review
1977,"I'm analyzing this article https://arxiv.org/abs/2305.17493, what are other references related to the statement ""Recursive training on model-generated data can cause “model collapse” Over generations, models progressively lose coverage of low-probability events (the distribution’s tails) and may converge toward a low-variance, distorted approximation of the original data distribution."".","Sohl-Dickstein, J., Teh, Y. W., & Tucker, A. R. (2015). Deep generative models: A review. arXiv preprint arXiv:1501.06316.",Deep generative models: A review. arXiv preprint arXiv:1501.06316.,,"{'title': 'aRxiv: Interface to the arXiv API', 'author': 'Ram; Broman', 'published_year': 2014, 'type': 'dataset', 'doi': '10.32614/cran.package.arxiv', 'container': 'CRAN: Contributed Packages'}",0.3636,0.0,CRAN: Contributed Packages,hallucinated
1977,"I'm analyzing this article https://arxiv.org/abs/2305.17493, what are other references related to the statement ""Recursive training on model-generated data can cause “model collapse” Over generations, models progressively lose coverage of low-probability events (the distribution’s tails) and may converge toward a low-variance, distorted approximation of the original data distribution."".","Chen, Y., Sutskever, I., & Goodfellow, I. (2016). Information-theoretic analysis of deep learning, revisited. Advances in Neural Information Processing Systems, 29, 3314-3323.","Information-theoretic analysis of deep learning, revisited",Advances in Neural Information Processing Systems,"{'title': 'Information-Theoretic Methods in Deep Learning', 'author': '', 'published_year': 2025, 'type': 'book', 'doi': '10.3390/books978-3-7258-2981-1', 'container': ''}",0.7308,0.0,,review
1977,"I'm analyzing this article https://arxiv.org/abs/2305.17493, what are other references related to the statement ""Recursive training on model-generated data can cause “model collapse” Over generations, models progressively lose coverage of low-probability events (the distribution’s tails) and may converge toward a low-variance, distorted approximation of the original data distribution."".","Arora, S., Balcan, M., & Kale, S. (2018). Understanding deep learning requires rethinking function classes. Journal of Machine Learning Research, 19, 1-65.",Understanding deep learning requires rethinking function classes,Journal of Machine Learning Research,"{'title': 'Understanding deep learning (still) requires rethinking generalization', 'author': 'Zhang; Bengio; Hardt', 'published_year': 2021, 'type': 'journal-article', 'doi': '10.1145/3446776', 'container': 'Communications of the ACM'}",0.791,0.3279,Communications of the ACM,review
1978,"I'm analyzing this article https://arxiv.org/abs/2404.01413, what are other references related to the statement ""Model collapse is not tied to one model family: it can arise broadly in learned generative models (illustrated for GMMs/VAEs and empirically for LLMs), driven by compounding statistical and approximation errors across generations"".","Kingma, D. P., & Welling, M. (2014). Auto-Encoding Variational Bayes. arXiv preprint arXiv:1312.6114.",Auto-Encoding Variational Bayes. arXiv preprint arXiv:1312.6114.,,"{'title': 'Auto-Encoding Variational Bayes', 'author': 'Chen; Liu; Peng', 'published_year': 2024, 'type': 'journal-article', 'doi': '10.61603/ceas.v2i1.33', 'container': 'Cambridge Explorations in Arts and Sciences'}",0.6526,0.0,Cambridge Explorations in Arts and Sciences,review
1978,"I'm analyzing this article https://arxiv.org/abs/2404.01413, what are other references related to the statement ""Model collapse is not tied to one model family: it can arise broadly in learned generative models (illustrated for GMMs/VAEs and empirically for LLMs), driven by compounding statistical and approximation errors across generations"".","Huszár, F. (2015). The Simple Way to Train a Neural Network to Generate Images. arXiv preprint arXiv:1507.05581.",The Simple Way to Train a Neural Network to Generate Images. arXiv preprint arXiv:1507.05581.,,"{'title': 'aRxiv: Interface to the arXiv API', 'author': 'Ram; Broman', 'published_year': 2014, 'type': 'dataset', 'doi': '10.32614/cran.package.arxiv', 'container': 'CRAN: Contributed Packages'}",0.2857,0.0,CRAN: Contributed Packages,hallucinated
1978,"I'm analyzing this article https://arxiv.org/abs/2404.01413, what are other references related to the statement ""Model collapse is not tied to one model family: it can arise broadly in learned generative models (illustrated for GMMs/VAEs and empirically for LLMs), driven by compounding statistical and approximation errors across generations"".","Chen, Y., & Sugiyama, M. (2016). Information-Theoretic Analysis of Model Collapse in Generative Adversarial Networks. arXiv preprint arXiv:1606.03498.",Information-Theoretic Analysis of Model Collapse in Generative Adversarial Networks. arXiv preprint arXiv:1606.03498.,,"{'title': 'Model sensitivity analysis on arxiv', 'author': 'Pagnini', 'published_year': 2018, 'type': 'peer-review', 'doi': '10.5194/gmd-2018-33-ac4', 'container': ''}",0.2895,0.0,,hallucinated
1978,"I'm analyzing this article https://arxiv.org/abs/2404.01413, what are other references related to the statement ""Model collapse is not tied to one model family: it can arise broadly in learned generative models (illustrated for GMMs/VAEs and empirically for LLMs), driven by compounding statistical and approximation errors across generations"".","Gregor, K., & Le, Q. V. (2015). Learning to Generate: A Review of Generative Models and Applications. arXiv preprint arXiv:1504.06734.",Learning to Generate: A Review of Generative Models and Applications. arXiv preprint arXiv:1504.06734.,,"{'title': 'aRxiv: Interface to the arXiv API', 'author': 'Ram; Broman', 'published_year': 2014, 'type': 'dataset', 'doi': '10.32614/cran.package.arxiv', 'container': 'CRAN: Contributed Packages'}",0.2667,0.0,CRAN: Contributed Packages,hallucinated
1978,"I'm analyzing this article https://arxiv.org/abs/2404.01413, what are other references related to the statement ""Model collapse is not tied to one model family: it can arise broadly in learned generative models (illustrated for GMMs/VAEs and empirically for LLMs), driven by compounding statistical and approximation errors across generations"".","Ramesh, A., Hariharan, B., Tucker, A. R., & Fei-Fei, L. (2021). Zero-Shot Style Transfer for 3D Objects. arXiv preprint arXiv:2104.00684.",Zero-Shot Style Transfer for 3D Objects. arXiv preprint arXiv:2104.00684.,,"{'title': 'aRxiv: Interface to the arXiv API', 'author': 'Ram; Broman', 'published_year': 2014, 'type': 'dataset', 'doi': '10.32614/cran.package.arxiv', 'container': 'CRAN: Contributed Packages'}",0.283,0.0,CRAN: Contributed Packages,hallucinated
1978,"I'm analyzing this article https://arxiv.org/abs/2404.01413, what are other references related to the statement ""Model collapse is not tied to one model family: it can arise broadly in learned generative models (illustrated for GMMs/VAEs and empirically for LLMs), driven by compounding statistical and approximation errors across generations"".","Holtzman, J., & Manning, C. D. (2021). The Curious Case of Language Model Latents: A Study of the Structure and Properties of Text Embeddings. arXiv preprint arXiv:2104.00683. [7]

These references discuss model collapse in various generative models, its causes, and empirical evidence of its occurrence. The last two references specifically focus on Language Model Latents (LLMs).","The Curious Case of Language Model Latents: A Study of the Structure and Properties of Text Embeddings. arXiv preprint arXiv:2104.00683. [7]

These references discuss model collapse in various generative models, its causes, and empirical evidence of its occurrence",The last two references specifically focus on Language Model Latents (LLMs).,"{'title': 'A conceptual peer review model for arXiv and other preprint databases', 'author': 'Wang; Zhan', 'published_year': 2019, 'type': 'journal-article', 'doi': '10.1002/leap.1229', 'container': 'Learned Publishing'}",0.2402,0.0851,Learned Publishing,hallucinated
